College Code,College Name,Branch Code,Branch Name,2023,2024,Difference
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",CS,COMPUTER SCIENCE ANDENGINEERING,116,163,47
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,70,71,1
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,41,36,-5
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",IT,INFORMATION TECHNOLOGY,93,70,-23
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",ME,MECHANICAL ENGINEERING,53,45,-8
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",SC,Computer Science andEngineering (Cyber Security),35,35,0
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",AD,Artificial Intelligence and DataScience,35,36,1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",AE,AERONAUTICAL ENGINEERING,34,35,1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",AG,AGRICULTURE ENGINEERING,35,35,0
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",BM,BIO MEDICAL ENGINEERING,35,35,0
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",CS,COMPUTER SCIENCE ANDENGINEERING,35,52,17
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,36,1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,35,0
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",GI,GEO INFORMATICS,17,18,1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",IT,INFORMATION TECHNOLOGY,54,53,-1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",MD,MEDICAL ELECTRONICSENGINEERING,19,18,-1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",ME,MECHANICAL ENGINEERING,35,35,0
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",MZ,Mechatronics Engineering,18,19,1
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",RM,ROBOTICS AND AUTOMATION,21,17,-4
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",SC,Computer Science andEngineering (Cyber Security),21,18,-3
2716,"Park College of Engineering and Technology, AvinashiRoad (NH-47), Kaniyur,Coimbatore-641659.",TX,TEXTILE TECHNOLOGY,21,18,-3
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",AD,Artificial Intelligence and DataScience,54,54,0
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",CE,CIVIL  ENGINEERING,27,27,0
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",CS,COMPUTER SCIENCE ANDENGINEERING,108,110,2
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,109,109,0
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,26,26,0
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",IT,INFORMATION TECHNOLOGY,55,55,0
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",ME,MECHANICAL ENGINEERING,54,54,0
2717,"Sasurie College of Engineering, Vijayamangalam,Tirupur District-638056.",SC,Computer Science andEngineering (Cyber Security),55,54,-1
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",AD,Artificial Intelligence and DataScience,74,105,31
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,41,41,0
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",CD,COMPUTER SCIENCE ANDDESIGN,35,36,1
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",CE,CIVIL  ENGINEERING,41,41,0
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",CJ,M.Tech. Computer Science andEngineering (Integrated 5years),35,36,1
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",CS,COMPUTER SCIENCE ANDENGINEERING,156,177,21
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,120,141,21
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,81,81,0
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",IT,INFORMATION TECHNOLOGY,157,176,19
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",ME,MECHANICAL ENGINEERING,81,81,0
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",MZ,Mechatronics Engineering,81,81,0
2718,"Sri Krishna College of Engineering and Technology(Autonomous), Sugunapuram, Kuniamuthur Post,Coimbatore-641008.",SC,Computer Science andEngineering (Cyber Security),35,71,36
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",AD,Artificial Intelligence and DataScience,36,35,-1
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",AE,AERONAUTICAL ENGINEERING,18,18,0
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",BM,BIO MEDICAL ENGINEERING,35,35,0
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",CE,CIVIL  ENGINEERING,49,47,-2
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",CJ,M.Tech. Computer Science andEngineering (Integrated 5years),35,35,0
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",CS,COMPUTER SCIENCE ANDENGINEERING,106,106,0
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,104,106,2
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,53,53,0
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,35,35,0
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",IT,INFORMATION TECHNOLOGY,70,71,1
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",ME,MECHANICAL ENGINEERING,53,54,1
2719,"Sri Ramakrishna Engineering College (Autonomous),Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",RM,ROBOTICS AND AUTOMATION,35,35,0
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",AD,Artificial Intelligence and DataScience,18,35,17
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",AU,AUTOMOBILE ENGINEERING,22,18,-4
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",CE,CIVIL  ENGINEERING,23,18,-5
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",CS,COMPUTER SCIENCE ANDENGINEERING,35,35,0
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,36,35,-1
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,23,18,-5
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",IC,INSTRUMENTATION ANDCONTROL ENGINEERING,23,17,-6
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",IT,INFORMATION TECHNOLOGY,36,35,-1
2721,"Tamilnadu College of Engineering, Palanisame RaviNagar, Karumathampatti Post, Coimbatore-641659.",ME,MECHANICAL ENGINEERING,23,18,-5
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",AD,Artificial Intelligence and DataScience,69,105,36
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),35,36,1
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",CE,CIVIL  ENGINEERING,44,36,-8
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",CI,Computer Science andEngineering (Internet of Things),35,36,1
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",CS,COMPUTER SCIENCE ANDENGINEERING,141,177,36
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,106,105,-1
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,70,71,1
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",IT,INFORMATION TECHNOLOGY,106,105,-1
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",ME,MECHANICAL ENGINEERING,45,36,-9
2722,"Sri Krishna College of Technology (Autonomous),Kovaipudur Post, Coimbatore-641042.",SC,Computer Science andEngineering (Cyber Security),36,36,0
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",AD,Artificial Intelligence and DataScience,34,70,36
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),35,36,1
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",BM,BIO MEDICAL ENGINEERING,71,70,-1
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",CE,CIVIL  ENGINEERING,18,23,5
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",CS,COMPUTER SCIENCE ANDENGINEERING,70,105,35
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,107,106,-1
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,36,1
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",IT,INFORMATION TECHNOLOGY,71,70,-1
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",MD,MEDICAL ELECTRONICSENGINEERING,35,35,0
2723,"Velalar College of Engineering and Technology(Autonomous), Perundurai Road Thindal Post, Erode-638012.",ME,MECHANICAL ENGINEERING,35,36,1
2725,"Sri Ramakrishna Institute of Technology(Autonomous), Pachapalayam, Perur Chettipalayam,Coimbatore-641010.",CS,COMPUTER SCIENCE ANDENGINEERING,105,106,1
2725,"Sri Ramakrishna Institute of Technology(Autonomous), Pachapalayam, Perur Chettipalayam,Coimbatore-641010.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,35,0
2725,"Sri Ramakrishna Institute of Technology(Autonomous), Pachapalayam, Perur Chettipalayam,Coimbatore-641010.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,18,0
2725,"Sri Ramakrishna Institute of Technology(Autonomous), Pachapalayam, Perur Chettipalayam,Coimbatore-641010.",IT,INFORMATION TECHNOLOGY,34,35,1
2725,"Sri Ramakrishna Institute of Technology(Autonomous), Pachapalayam, Perur Chettipalayam,Coimbatore-641010.",ME,MECHANICAL ENGINEERING,22,22,0
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",AG,AGRICULTURE ENGINEERING,35,35,0
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",AL,Artificial Intelligence andMachine Learning,70,79,9
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",AO,AEROSPACE ENGINEERING,18,18,0
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",AU,AUTOMOBILE ENGINEERING,18,22,4
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",BM,BIO MEDICAL ENGINEERING,35,40,5
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",CE,CIVIL  ENGINEERING,35,35,0
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",CS,COMPUTER SCIENCE ANDENGINEERING,104,111,7
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,89,114,25
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,40,5
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",FD,FOOD TECHNOLOGY,36,36,0
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",IT,INFORMATION TECHNOLOGY,35,40,5
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",ME,MECHANICAL ENGINEERING,54,54,0
2726,"SNS College of Technology (Autonomous), Sathy MainRoad, Vazhiyampalayam, Saravanampatti Post,Coimbatore-641035.",MZ,Mechatronics Engineering,35,35,0
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",AD,Artificial Intelligence and DataScience,129,199,70
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",AG,AGRICULTURE ENGINEERING,35,54,19
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",AL,Artificial Intelligence andMachine Learning,109,108,-1
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",BM,BIO MEDICAL ENGINEERING,49,54,5
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",BT,BIO TECHNOLOGY,35,46,11
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",CE,CIVIL  ENGINEERING,35,54,19
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",CS,COMPUTER SCIENCE ANDENGINEERING,130,182,52
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,109,109,0
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,38,45,7
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",EV,Electronics Engineering (VLSIDesign and Technology),0,54,54
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",FD,FOOD TECHNOLOGY,41,45,4
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",IT,INFORMATION TECHNOLOGY,156,164,8
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",ME,MECHANICAL ENGINEERING,41,45,4
2727,"Sri Shakthi Institute of Engineering and Technology(Autonomous), Sri Shakthi Nagar, L & T By-pass Road,Chinniyampalayam Post, Coimbatore-641062.",SC,Computer Science andEngineering (Cyber Security),109,110,1
2729,"Nehru Institute of Engineering and Technology(Autonomous), Nehru Gardens,Thirumalayampalayam (Post), Coimbatore-641105.",AD,Artificial Intelligence and DataScience,36,71,35
2729,"Nehru Institute of Engineering and Technology(Autonomous), Nehru Gardens,Thirumalayampalayam (Post), Coimbatore-641105.",AE,AERONAUTICAL ENGINEERING,70,70,0
2729,"Nehru Institute of Engineering and Technology(Autonomous), Nehru Gardens,Thirumalayampalayam (Post), Coimbatore-641105.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,36,36,0
2729,"Nehru Institute of Engineering and Technology(Autonomous), Nehru Gardens,Thirumalayampalayam (Post), Coimbatore-641105.",CS,COMPUTER SCIENCE ANDENGINEERING,34,36,2
2729,"Nehru Institute of Engineering and Technology(Autonomous), Nehru Gardens,Thirumalayampalayam (Post), Coimbatore-641105.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,70,70,0
